30,8,2021,19,14
31,8,2021,19,11
1,9,2021,26,3
2,9,2021,23,7
3,9,2021,22,8
4,9,2021,26,8
5,9,2021,32,8
6,9,2021,21,14
7,9,2021,27,6
8,9,2021,20,7
9,9,2021,25,6
10,9,2021,33,2
11,9,2021,26,1
12,9,2021,32,14
13,9,2021,23,4
14,9,2021,27,17
15,9,2021,33,8
16,9,2021,21,17
17,9,2021,26,15
18,9,2021,33,6
19,9,2021,19,13
20,9,2021,25,9
21,9,2021,23,12
22,9,2021,28,15
23,9,2021,32,6
24,9,2021,23,5
25,9,2021,33,1
26,9,2021,24,6
27,9,2021,33,14
28,9,2021,20,14
29,9,2021,21,3
30,9,2021,30,17
1,10,2021,23,4
2,10,2021,23,16
3,10,2021,19,8
4,10,2021,23,10
5,10,2021,27,9
6,10,2021,32,13
7,10,2021,31,18
8,10,2021,23,18
9,10,2021,31,10
10,10,2021,26,15
11,10,2021,24,10
12,10,2021,26,9
13,10,2021,28,7
14,10,2021,32,10
15,10,2021,31,15
16,10,2021,30,1
17,10,2021,31,8
18,10,2021,20,10
19,10,2021,29,14
20,10,2021,23,17
21,10,2021,25,2
22,10,2021,31,2
23,10,2021,20,18
24,10,2021,22,8
25,10,2021,22,18
26,10,2021,33,2
27,10,2021,28,16
28,10,2021,24,5
29,10,2021,28,13
30,10,2021,33,16
31,10,2021,28,3
1,11,2021,31,9
2,11,2021,20,5
3,11,2021,20,15
4,11,2021,21,4
5,11,2021,27,15
6,11,2021,30,10
7,11,2021,27,4
8,11,2021,22,6
9,11,2021,24,9
10,11,2021,31,3
11,11,2021,26,6
12,11,2021,29,12
13,11,2021,29,18
14,11,2021,31,14
15,11,2021,29,18
16,11,2021,31,5
17,11,2021,29,16
18,11,2021,33,2
19,11,2021,33,10
20,11,2021,21,7
21,11,2021,23,10
22,11,2021,30,18
23,11,2021,22,8
24,11,2021,23,9
25,11,2021,19,17
26,11,2021,29,7
27,11,2021,31,15
28,11,2021,29,11
29,11,2021,23,15
30,11,2021,31,17
1,12,2021,27,10
2,12,2021,25,5
3,12,2021,30,2
4,12,2021,21,1
5,12,2021,22,2
6,12,2021,33,1
7,12,2021,30,9
8,12,2021,24,8
9,12,2021,25,14
10,12,2021,24,11
11,12,2021,33,17
12,12,2021,28,1
13,12,2021,28,14
14,12,2021,20,12
15,12,2021,23,9
16,12,2021,29,9
17,12,2021,33,16
18,12,2021,27,17
19,12,2021,20,17
20,12,2021,33,12
21,12,2021,32,7
22,12,2021,30,4
23,12,2021,23,2
24,12,2021,27,7
25,12,2021,24,15
26,12,2021,20,8
27,12,2021,33,11
28,12,2021,28,4
29,12,2021,19,1
30,12,2021,30,10
31,12,2021,23,8
